,Fluid intelligence score,Loneliness,Lack of social support,Age,Sex,Education score,Age completed high school education,Alcohol intake frequency,Alcohol consumption on a typical drinking day,Current tobacco smoking frequency,Past tobacco smoking frequency,Attend sports club or gym,Attend pub or social club,Attend religious group,Attend adult education class,Walking for pleasure,Moderate exercises,Strenuous sports,Sleep duration,Getting up in the morning,Being a morning person,Sleeplessness or insomnia,Heart attack,Angina,Stroke,Hypertension,Diabetes diagnosed by a doctor,Hearing difficulty with background noise,Hearing aid user,Glaucoma,Cataract,Macular degeneration,Miserableness,Fed-up feelings,Mood swings,Worrier_anxious,Nervous feelings,Sensitivity_Hurt feelings,Tense_Highly strung,Suffer from 'nerves',Worry too long after embarrassment,Irritability,Neuroticism score,Happiness,Feelings of nervousness or anxiety,Frequency of friend or family visits,Friendships satisfaction,Family relationship satisfaction,Number of full siblings,Home area population density,Average household income,Paid employment,Retirement,Looking after home or family,Unable to work due to sickness or disability,Unemployment,Doing unpaid or voluntary work,Full or part-time student,Number of vehicles in household,Time spent watching TV,Time spent using computer,Number in household,Physical environment score
Past tobacco smoking frequency,0.16516514747922512,-0.24566306752821043,-0.2872265932884794,0.06780649809155742,-0.2598204416357673,-0.05316108100973135,-0.05978069193426707,-0.08267881112486389,0.2042467550508593,-0.2591397522513962,-0.23234611051351303,-0.052892781251370216,-0.14936850222247042,-0.19704351357262265,0.3101634341663789,0.1751438971532555,-0.012493730518997399,0.008525631843664033,0.07165425481743459,0.1476867608989036,0.07916065087535032,0.07955574075461189,-0.09683151890843586,-0.35053628699534395,0.040719754747961766,-0.10020638211055542,-0.27184340746364,-0.21961937171805923,-0.14122859260778764,-0.09844474659279315,0.07703242845891839,-0.08075724463942492,-0.11497557394066701,0.013387653835650902,-0.05759065798403189,0.023073095846014757,-0.289526011628372,-0.18797411985711338,-0.3159671856512809,0.018966780592223925,-0.20410573352130784,-0.2556315292470057,-0.14017264937193744,0.3249563613159588,0.16232978695751446,0.17123551388591196,0.3139126276496483,0.2943918003137122,-0.08959461550671853,-0.19793330956842847,0.13328565113590574,-0.19385527831207952,0.2690698947536075,-0.12266248256484728,-0.19158738590085156,-0.18377893887388436,0.3725648672603814,0.1203314131195276,0.17414466143516577,0.11800263907196344,-0.02414856795477174,0.024296669335136092,0.21075718958033907
Attend sports club or gym,0.2930968808088935,0.027765682512673483,-0.03251162742748655,-0.2017747450287363,-0.14578907158721263,-0.000821914892979063,0.04785155282087717,0.04773901162906864,-0.015717684290153286,-0.1366385549184039,0.12252195645423397,0.00414870181316634,-0.040432245567499754,-0.24883434774615473,-0.0275394974991475,0.03591038907277909,0.12517146468847262,0.21214909143744712,-0.04620848024707012,-0.1617277771018175,-0.2896042227103678,0.11384865961859734,0.13598135001832617,-0.02858045879056365,-0.10047188567056474,0.02295042038526606,-0.15862394492737825,-0.060584019386457175,0.0522700485097756,0.0007486820394666311,0.022047947516582362,-0.038037582851674544,0.10553869333855649,0.17956641360408568,0.2284664309188844,0.10701014831059659,-0.06711189872492992,-0.06487657743292705,-0.08064478420343749,-0.12323430011778788,-0.218647932184386,0.07532618032620993,0.08556459222608648,0.14660176577634795,0.03993515852093448,0.05979935597143753,0.16637046267759362,0.22741397116462517,0.017979615762591966,-0.18745811834693163,0.19058112596416021,0.12133763415735281,-0.017450967570854372,0.1465287782152985,-0.2778931802359598,-0.1448163421607749,0.3121061294923815,-0.08480313100983393,0.2114314236300058,0.0638560523445271,-0.14408315921625472,0.20750606859072962,-0.21396870786750008
Attend pub or social club,-0.043529310364593454,0.003472801824451768,-0.037811452108595225,0.04990381852064189,0.20165899530675654,0.1696240767243218,0.12167060438514941,0.022997468193349527,0.050175812066703435,0.20249476818972728,0.026652359298731016,-0.0028024947268031663,0.05306720532448589,-0.017261903280266232,0.08292979518291092,0.006358431882288559,-0.1463897720204791,-0.03653177590716726,0.35067724332331435,-0.1412359337442589,-0.05038602682034822,-0.02661835412109229,-0.16349991071111758,0.210163143923794,0.10715190953123915,0.09222352013118013,0.03831167885282503,-0.19431857751637585,-0.04936814917182086,-0.05703580535023532,0.03617912845884466,-0.08970984229016449,0.0290532155103149,-0.07186498989311518,-0.03641832618469922,0.04473030259198239,0.21612206666071224,-0.0802199196047461,-0.08930883997956936,-0.08149458454396001,-0.1156324725944845,-0.1647465178002666,-0.16235346772542833,-0.06079905464749103,-0.01659428218401493,0.20525393449212562,-0.046467359640761284,-0.028198013180006122,0.1352909494139729,0.16417695424538511,-0.1131672140802133,-0.10906727721758157,0.010743593428352172,0.15774087067125697,0.19494859643998097,-0.018046390141811728,-0.08791127620471756,0.07200828325063904,-0.1266907259834415,0.13061468736982534,-0.2301885979592314,-0.12956539541015996,-0.03574669824820464
Attend religious group,-0.11119759968323531,0.19889587052900798,0.1580965215233772,0.15307845578446483,0.08659921910690184,-0.17551122237287578,-0.18584581983856596,0.11926336593278464,-0.08146149723806877,0.15479792777431978,0.18254639324129035,0.03907767987051773,0.16841414552166334,0.03394201659165627,-0.22386835108788508,-0.060634235686421206,-0.09683854559989093,-0.04117371301751386,-0.06728689534885701,0.009833851184325018,-0.08588659876296151,-0.030122491662412064,0.057861776711619343,0.04863921757387021,-0.022365443405768473,0.25759698013326654,0.1974218748649022,0.10915283757026432,0.013020192086602897,0.06586697174634804,-0.10525155968098475,0.17476498176371372,0.0044777663932962335,0.03858228248777963,-0.020057963587699918,-0.0019561314992923217,0.124466116329769,0.15352603171583087,0.26221457407037435,0.1117668972130734,0.3288980947804662,0.10298157279874424,0.2154084846055731,-0.24146323480938378,-0.07165058635184607,-0.27973026790449845,-0.19061373269746448,-0.2647859485489995,-0.09472233090120041,0.050973235408800735,-0.08781239101863772,0.056737863274679036,-0.14505323568059098,-0.1266189028853335,0.3904618146408152,0.07815171494680324,-0.08447520883360625,-0.1313629453019403,-0.18402393516923948,-0.25343353016827097,-0.2363177084880639,-0.3804279136331336,-0.1034667871845621
Attend adult education class,0.11682819981717568,-0.04255472890867358,-0.26428899001045675,0.24350968441417997,-0.0270675332062685,-0.1223669850867142,-0.13440237126787813,0.08951603392919329,0.1661038389172625,-0.1474645201616351,0.028365286382278476,-0.09894936862249933,-0.04800597450222697,0.17016789901065235,0.1895352898927073,0.010952574341520483,0.047906258949076984,-0.12310467664402419,-0.02910228484342447,0.06945079176219221,-0.02231711492855906,-0.038381583859028595,0.022951330617312526,-0.10752555442672686,-0.04750356599354041,-0.0675447428533126,0.13259979605862066,-0.13148533118916655,-0.14225232805291926,0.05154508250680271,-0.19973897571167118,-0.3815151309290939,-0.31358407919600295,-0.2192162509863612,-0.10023119745967746,0.11422347058668529,0.1417264971405912,-0.15532760303444393,-0.03184045804679325,-0.029470612319655604,-0.1530764162304299,0.14791061097727923,-0.07847823281457106,0.011130104382415046,-3.5997977957824234e-05,0.09249274993030253,-0.020826472405351872,-0.011837652208491985,-0.1502293160653804,-0.14147901614053818,-0.032062888056839094,-0.08119297870115776,0.2637297146728113,-0.18719411603589428,-0.12601589072742786,-0.24281922746470333,-0.06837709662231403,-0.01992716657981109,0.09054150192560526,-0.010733682647772878,0.07961218464996846,0.08158095734517663,-0.06034890527060719
Walking for pleasure,0.2130137796644209,-0.045862165543355045,0.06992119167603403,0.01937419762828818,-0.10490223073574709,-0.14888897897689907,-0.1182499822390268,-0.04445735009974802,-0.158406932945007,-0.1965698450396632,-0.07449082997436669,-0.14639270618477154,-0.09608717964089268,0.12398544445081387,0.04483759112846407,0.05937656525999133,-0.09126088194228453,0.171072779441568,-0.15741008769827744,-0.052833695500640314,0.04001211354102245,-0.03134105972512463,0.0678695594055487,-0.0679192822549485,0.036076717434267144,-0.07813689626993969,-0.18314405855564606,-0.06193925581906141,-0.26561967902414235,0.009302519138500403,-0.06746943360617318,-0.1213469808677286,-0.2379700535608573,-0.14872223433785875,-0.09929031197463462,0.13918076341772043,0.10995917238280503,0.07921694918623974,-0.040225232332153533,0.16895714056651223,0.19357029330851164,0.11357283072645684,0.15999397666194703,0.23412376175789198,0.22864889216510795,0.1081085710141342,0.2792652161872672,0.24974500499406577,-0.06845626772841575,-0.18806298757505716,0.17746662064572014,0.2900419711001449,-0.23389433026548298,0.046462901184051886,-0.09435981894878329,-0.009213875750107823,0.13886067858171777,-0.24899481629838702,0.24949614955799698,-0.2925741221052011,-0.3245104587821041,0.09094825034533004,0.05568605380467213
Moderate exercises,0.129973890711641,-0.08893461965780632,-0.13738296645496312,-0.07257139705783199,-0.15632313119102317,0.045817916937935986,-0.0642309903708222,-0.07989313326282133,0.045996815525645725,-0.04354987358634479,0.014375757773639935,-0.02209687456858725,0.095367062077199,-0.016903449836731498,-0.049752539592895426,-0.06283243120741897,0.15531449707881997,-0.19515711687461576,0.2729536470702222,-0.0992757094673281,-0.12099205281348127,-0.07980963660254345,0.06665104249553253,-0.10532032089745012,-0.10447847012244064,0.17622311683938102,-0.0654574817490507,-0.3451563721679346,0.22544214851452868,-0.013585535612362027,0.12845355894731175,0.11260717785298806,0.19431575741697385,0.03760988397404838,-0.0304390768611098,-0.10448163048588907,-0.1668498345090114,-0.004512360597729649,-0.061993387235591335,-0.11775578658167729,-0.20783128190352068,-0.14521097071615852,-0.11497377658338219,-0.050668658404909216,-0.15726417721728578,0.07142922868916081,-0.061878399563319524,-0.04172576181700973,-0.11972330541774623,0.058837549398866595,0.0721081690771827,-0.25346370497534887,0.19819693697990734,-0.050551971063467864,0.06567133628075758,0.0037909170701835282,-0.1300695708791356,0.11071352720193568,0.042708564135705264,0.17169106504256126,0.16082744537724616,0.002325410077018795,-0.2186769337934068
Strenuous sports,-0.09450311387545188,-0.003320645227065409,0.004228734509029297,0.17480677309179538,0.05560477971058634,0.4187421545516843,0.28470667351023715,-0.15715143716406085,-0.17809206952717552,-0.10334703410464534,-0.15023974888044528,-0.09032656581030002,-0.12413732867074641,-0.0759209594711354,-0.16810094531069691,-0.18945469061499104,0.1596591114170397,0.17606892429270785,-0.08189598469414666,-0.025095465376719236,-0.10444351888063579,0.04088167085079503,0.006067708679794451,-0.07001697349305777,-0.17928658921678037,0.04758901683831706,-0.06837372604807337,0.29595983949331717,-0.22431551372852837,-0.014667683700798304,0.1373501568053878,0.038608346839936546,-0.0639562850946653,0.012169385364425838,0.06533796156300098,-0.008449714834828887,0.054058957168341706,0.06513751289093313,0.05927017585379376,-0.18246037365394532,-0.1407747481784085,-0.11275045140888892,-0.17139392598251502,0.1974225520682064,-0.0019796560459748374,0.0426517673983921,0.201048459916555,0.23614735113589053,-0.08157520531874425,-0.005005860695530043,-0.23424692172799572,-0.2656311566459871,0.22471590911807396,0.09000988377815468,0.18943474594675158,-0.08336674050520924,0.019906019634650135,-0.06629902966450205,0.15426000755595295,0.23276238760237355,-0.057963070924303486,0.11752003270659574,-0.20763815640771185
Sleep duration,-0.06508793600435073,0.19087261168345088,0.0020985533339627923,-0.20365648843009274,-0.20021997414688705,0.23045719200699938,0.261167534696491,-0.3378003530448289,-0.16952059842692135,-0.0747373667191755,-0.028673974657496066,0.07453478184575471,-0.2527503906317408,-0.12386192782456774,0.2940712486528275,-0.11517210431413172,0.053794059232364785,0.06288198721866532,-0.10087286386899126,0.05237941275677882,0.08525987513825624,0.19865469034553668,0.06349578169006993,0.0642695701548067,-0.0584165587508461,-0.35225674408356433,-0.048493555052741597,0.09016618650534648,-0.26043389028953534,-0.009092068151090331,-0.12988064457414752,0.1839978444086146,0.1043363044539204,0.19443601803290184,0.07992140573765288,0.3757132577230651,0.12462111056838528,0.08039393986917398,-0.015437487252829823,0.30343643268341636,-0.08134474397020326,0.12024224799641281,0.15361680209442521,0.15948945168733675,-0.021741008690867022,-0.0031607552967454744,0.14657423401329403,0.18759726533234794,0.30704191015199295,-0.031053455615124775,-0.1384705428891033,0.07084286565891854,-0.18853174313502277,0.1408411976905217,0.034397363492511004,0.16949215618440144,-0.1035499833065267,-0.009115011621928296,-0.06344192027443271,0.35504258393936944,0.06488704206839765,0.13477522822004637,0.12565085968422585
Getting up in the morning,0.14024445208247024,-0.09732503791979878,0.044983708127960424,0.08559884784222845,-0.00475153439370621,0.0030790822312465856,0.025101061267303923,-0.07072985071995484,-0.09016051717939887,-0.09378260060266709,0.08581691601053427,0.010346238871705084,-0.13116271463541673,-0.03329107210175362,0.08865852299118501,0.1451147454492453,-0.18552982803440926,0.01742227833700371,0.0735288234998675,0.012580045412901761,0.19490003849522908,-0.15983308057514028,-0.11505824633431634,-0.17052050000369515,-0.07856279704408704,-0.16209182963351682,-0.2950239477738115,-0.2619625724021151,-0.1610971998924877,-0.11316594186983303,-0.1199296914103558,-0.01611551371129915,-0.09061669731297124,-0.1743426519183086,-0.22675966505306855,0.04760965299222259,-0.006664405372773178,-0.029783559025962556,-0.21717597675107342,-0.05048959483449639,0.03257720177575607,0.07482603605698196,-0.030375804960619906,0.2843332273846475,0.01908319795777253,0.2832777639624239,0.21555820497538652,0.24970080566354802,-0.1378269041890797,-0.08282837813156689,0.11533240966521195,-0.15830025871966547,0.0916033669621179,0.27624877229356776,-0.07339094393367036,0.13151934529834636,-0.07653363970702828,0.014599847156636873,0.41006671240190284,-0.09689319578072962,-0.09051217679335424,0.4382616065885339,0.16188967110383384
Being a morning person,0.12262581436089726,0.06579847146835013,0.04807765787365733,0.006465045105757848,0.0076479332813523745,0.0549275337187322,-0.10354297489245012,-0.13109752948598508,-0.17141836588915688,-0.08078384275116628,-0.2162403767558357,-0.16049070970872453,-0.1976239885926971,0.12539722775369744,0.0837796432557972,0.02100590412343231,-0.10459166272193522,-0.2130691888390009,-0.0727362649215664,0.034161535959529046,0.12763707904149615,-0.2679349425048474,0.04334354553558736,-0.11260983839421834,-0.04044181098190493,-0.09564238441535625,-0.19442805639060978,-0.07700674407592072,-0.024343380656254753,-0.10899379802782407,0.12013140088759539,0.11541515059945931,-0.2077877297982199,-0.03000182463205026,-0.10351427297728984,-0.035757177371904925,0.13619423598777858,-0.11249580417963963,0.06172400870077828,0.13920421084169657,0.030419939774570914,0.11898692766332754,-0.007919496667027761,0.16085241557841468,0.005477647753898433,-0.07221212985454088,0.12653375196270225,0.10243350306204257,-0.006518017047618619,-0.1313509434509155,-0.0030373187052801917,0.11631543274941399,-0.14367552829499025,0.09934247059448073,-0.07249391074888907,0.028593696605117715,-0.13003315682811772,0.060678048087067345,0.05891912343211492,-0.0794534739582721,-0.06026227898266456,0.2119701207228069,0.061293118685069786
