,Fluid intelligence score,Loneliness,Lack of social support,Age,Sex,Education score,Age completed high school education,Alcohol intake frequency,Alcohol consumption on a typical drinking day,Current tobacco smoking frequency,Past tobacco smoking frequency,Attend sports club or gym,Attend pub or social club,Attend religious group,Attend adult education class,Walking for pleasure,Moderate exercises,Strenuous sports,Sleep duration,Getting up in the morning,Being a morning person,Sleeplessness or insomnia,Heart attack,Angina,Stroke,Hypertension,Diabetes diagnosed by a doctor,Hearing difficulty with background noise,Hearing aid user,Glaucoma,Cataract,Macular degeneration,Miserableness,Fed-up feelings,Mood swings,Worrier_anxious,Nervous feelings,Sensitivity_Hurt feelings,Tense_Highly strung,Suffer from 'nerves',Worry too long after embarrassment,Irritability,Neuroticism score,Happiness,Feelings of nervousness or anxiety,Frequency of friend or family visits,Friendships satisfaction,Family relationship satisfaction,Number of full siblings,Home area population density,Average household income,Paid employment,Retirement,Looking after home or family,Unable to work due to sickness or disability,Unemployment,Doing unpaid or voluntary work,Full or part-time student,Number of vehicles in household,Time spent watching TV,Time spent using computer,Number in household,Physical environment score
Past tobacco smoking frequency,0.09336770389973982,0.21210635467243275,0.10584984398936248,-0.25526699117376067,0.019710265091442605,0.2811911213209792,0.31635937461785635,-0.0546201059165245,-0.12719871404714983,-0.14631083131140296,0.15440060851420448,0.11834383622949456,-0.14792959493967195,-0.3732102451321142,0.060122368463677626,-0.027026032760944126,0.04844804501318305,0.056787822509685434,0.10418268982396704,0.07052933900681924,-0.010201882940215833,-0.02415270127131527,0.2601823139635613,0.22225578992926742,0.1650160057890507,0.05036360515025036,0.056096533234560084,0.06560891148104231,-0.09373384619369488,-0.06164902872734412,0.11240776864840658,0.20954170263125976,-0.11417207775807658,0.044382746513141946,0.12069417169532973,0.05763347119485953,0.09990319125225715,0.06615583425472044,0.14922388171307355,0.12587727017110129,-0.024696209250081154,0.094601724724318,0.1489009998553919,0.1426311320681538,0.13761882354040986,0.029859294461155327,0.18057067061406196,0.21403078552971652,0.08445242621620881,-0.15824490839043834,-0.023750471687239556,-0.017907918330858554,-0.08172021820479933,0.11207391071233669,0.010938814305269492,0.3518600005426346,0.07524485715134996,0.02110562824570607,-0.014664095069644265,0.2263123067282835,-0.21541272562871716,0.05662465790448636,-0.10064340142743622
Attend sports club or gym,0.02650719754644383,-0.06411426176547547,-0.09274842938201587,-0.15374678914313075,-0.2127967549224631,0.004641839241842808,0.09616408425797113,-0.16198385204679355,-0.08123108996372336,-0.1526607210901121,-0.01527948692679553,0.0011539094345730098,-0.07258250743000826,0.08584892377133987,0.16784021950626365,0.0909988398571859,-0.12152529857343043,0.04888886160566704,0.15803282007377148,0.07268791524733462,0.009479697650827646,-0.09391759141553968,0.18676820183681067,-0.07632986204162515,0.0638753173183596,-0.07279280633364149,0.006583920328175358,-0.06656031372438523,0.1734893142893186,-0.16485800957272836,0.10318838419474277,0.05441800094150029,0.017691365650394707,-0.04542220991184008,-0.0743596678539269,-0.060390040096922046,-0.12904940947332028,-0.005790817332742614,-0.04077480209550186,0.046006166806014395,-3.550406575623851e-05,-0.01728427952808903,-0.061673641250960025,-0.09262846549040504,0.02605982809781954,-0.13838490006522322,-0.17725626997984997,-0.16461336438852278,-0.03954393840796683,0.08681376557027434,-0.08697878803654864,-0.00013801346924272983,0.016367443049003505,-0.1467388745496676,-0.021355850293699415,-0.047473039739202194,-0.22499763837968065,0.12704852985615217,-0.1916822992589343,0.09182048643094831,0.285693954094708,-0.1479467423390865,-0.01837306411711195
Attend pub or social club,-0.22418859669527608,0.11245357631594663,0.16825894097286445,-0.021322290381327623,0.15764002558656282,0.2370719545598587,0.13472467274206504,-0.15144082497728925,-0.08738785787579703,0.3140535388152625,-0.03585009222976171,-0.15717507893148064,-0.11045346115956964,0.030450806515514208,-0.16215871776269478,-0.22196835088823058,0.12596637625432242,0.03706135093509315,-0.16338099605706904,0.21670948474538232,0.14155357974754298,-0.05896678616578082,0.19334880131864227,-0.2322740712868981,0.15511533510443437,-0.18049534559564412,-0.039936713819129666,0.058732168862668195,-0.1214453825944296,0.09492336692696422,-0.289590381992539,0.23439967047548327,-0.08515942650939137,0.11318819100558501,-0.020837906001993776,0.059805943009416385,-0.06031758242039841,-0.08586573448409322,-0.12217681828719208,-0.07626534035578003,-0.28015675858434586,-0.010780694168215903,-0.08694909657074848,0.04422939375629669,0.07357709332386211,0.08116710135323409,0.07210482451052236,0.12366571204916156,0.05531765173739477,0.13332941029860315,-0.22088920233315534,0.09239748711179954,-0.18570254274939313,-0.10837229897768123,0.09194657003496763,0.28635976141329356,0.22203529545810693,-0.12876745654708185,-0.05783873813122894,0.1637779317228609,-0.20601590484971224,0.08727749428934116,0.21501540455426565
Attend religious group,0.10835681390769124,0.23171449436962807,-0.08610327835177857,0.04707649090384806,-0.2523780773433037,-0.12628327372855586,-0.12061763024176668,0.017387304942526917,-0.15850737238013143,-0.08200378628520494,-0.04175967948336193,-0.1628339881852991,-0.10643129548413932,0.07797007669831778,0.10471504084241126,0.19274341674645,-0.18759574821262037,-0.22963889546506788,-0.07044381194027344,-0.2665534493550216,-0.1428984787267815,0.04149234592970723,0.044402046059782076,0.21705571087090023,-0.09507500527223836,0.0236967212726365,0.08241442206367275,0.1904831177393804,-0.04750969405620761,0.25747853727604025,0.010920774049647034,-0.16876856714540042,0.15067408496225074,0.22811590732227718,0.17880088478303666,0.16561947328033977,0.16950100885552533,-0.0017513974845633508,0.13569747502565177,0.21734170217963134,0.2899830767491701,0.13898237273552866,0.2714687669127791,-0.019467801532073708,0.017595127283718367,-0.10111026541555648,-0.017609269225754974,-0.01167802265245221,0.08106746392307701,-0.09133696527909012,0.09994758017758071,0.16488518360083143,-0.10588426267363138,0.25396616378453574,-0.06635257047593565,-0.22950549031809706,-0.035209190838828744,-0.05887554719171945,0.09636103592848169,-0.15564261265091509,-0.09265574458767403,-0.024338094548647556,0.08697713064589926
Attend adult education class,0.18491019646553591,0.07496116883658675,-0.03198973563553522,-0.4339597009766452,0.0002918840917876912,-0.07091740134909767,-0.06644670228915556,0.13072193975746813,0.06482710655672784,-0.17883460942871698,0.09706770794301031,-0.10789438751734189,0.24034790758960492,0.18288748809661826,-0.017631455995617547,0.0014281517670946065,-0.1327940046657292,0.2175980758438738,0.0483150817294113,-0.1302871631658411,-0.13524731456909553,0.08898453326344934,-0.05427790609310558,0.5158760899580997,-0.004755645323281084,0.072534177028854,0.13495773078309792,0.2785488299052199,0.024042817306196625,-0.13105894679950014,0.1087804099621426,0.1360125914083025,-0.0611802064628482,0.008133466187062198,-0.017930439739237174,0.0594087855758895,0.16431812953954628,0.10934392203030778,0.19026027584978458,0.08786690829125632,-0.024326114117254112,0.07554319489230504,-0.006703313655307193,-0.10680563085769625,-0.048781806983127306,-0.04906882672478324,-0.02355998131599533,-0.04156750782941445,0.10829010753017446,-0.15862440631839067,0.1615050284860003,0.21057075552632826,-0.15110515815400205,0.06533130791544241,-0.12897648754338575,0.0009371910038377378,-0.22444186884860085,0.03443105053489575,-0.046860092366228505,-0.08923162980079201,0.07080049803273065,-0.05264456929856219,-0.04395011487479672
Walking for pleasure,0.3567365554483653,-0.0134071019180068,-0.15245135947477942,-0.04353869250916534,-0.11136812833764012,-0.27540813835484507,-0.1992016912674509,0.1231533707755792,0.04481950403553272,-0.04567123157420193,0.03916853712434211,0.06619784212248243,-0.0269660529600514,0.1166264437615344,0.1854918735994534,0.35148562127453553,-0.21208094155682272,-0.18903978694235296,0.028893301879521018,-0.3200235945542835,-0.24657577510539785,0.11413882916094643,-0.07588952789066551,0.3744552085855508,-0.2344092317662968,-0.00980247579737642,0.07109819942717976,0.18336547068226255,-0.028482561497429906,-0.1286921635948398,0.23167569969137508,-0.21448773656254141,0.10162596571287077,-0.11003850139574939,-0.035829718691000274,0.0714385761217188,0.36628919434638446,0.15935490621014703,0.14366257865688067,0.16639192111283632,0.22949045056068546,0.0775957245026643,0.17888478311345068,-0.038323731212344614,0.19360210938290667,0.034008056220407985,0.010358654172228421,0.012272416771213273,0.09856889815911352,-0.14730957488942353,0.3450194929003511,0.1042758775108313,-0.037316720348520536,-0.06465359576035214,-0.0050519193107509824,0.007568655392954466,-0.3237574397228354,-0.01628501735511058,0.058552186113758085,-0.19485235949985807,-0.07507056060834012,-0.1606903009948841,0.05498694335294347
Moderate exercises,-0.1514831032949225,-0.016620140321288456,0.08823465693811615,0.03170828215409696,-0.06533703972270677,0.17538365572560324,0.12995726487315115,-0.05441103262522641,-0.12055764194247548,0.06358608179482349,-0.10335215585367058,-0.2727872706514358,0.008402711931029892,0.08899919106779008,-0.023785352352833026,-0.2631485358191612,0.10860661951951867,0.09169314673717101,0.04256623113992572,0.278397464893603,0.2443078006635437,-0.054140534413086826,0.1458200442358731,-0.35324239427699744,0.2410787892474117,-0.08595519072708377,0.016008267185630632,0.07777776477565986,-0.035572370288444836,-0.0179619761602307,-0.24760177717664125,0.21187369299439973,-0.19334341249973194,0.031322093758715294,-0.007231392725392505,-0.188936763297007,-0.34230392376481683,-0.17551449227546057,-0.06388580853666861,0.04097036526833542,-0.1706627594355783,0.10028395944260787,-0.1903751713012307,0.1537707307314504,-0.19213335080559596,-0.08292461275106254,0.09132644474056692,0.06256147761697717,-0.046785728907367395,-0.2277815870331137,-0.28527902227396384,-0.07499226433603993,0.04403863715599853,-0.1349336417417462,-0.0047175774100257075,0.07704740252679737,0.33843385652259456,0.0035022941084815393,-0.06174206940579844,0.16688566087825937,0.2552133235315113,0.023266885787671176,-0.050918308044203685
Strenuous sports,-0.1775707936729426,0.1702563910115705,0.29635898861810883,0.17218391731259522,0.33060971539669526,0.04181975097272933,0.058268844147732035,0.11640099661932532,-0.05591590245787951,0.28312803438636513,0.24592779412973895,0.08497649967279454,0.20461637120115053,-0.1850661045543377,-0.16368789406497125,-0.06793215394063955,0.12541844018460102,-0.14683246885251916,-0.16288900991896446,0.21480405867948338,0.19489822357858905,0.0988399890812669,0.15215888144722686,0.06073848486941237,0.21467523401384286,0.22961510167093951,0.05923437518346012,-0.06927941777658027,0.29627496801783815,0.1642469932275348,0.14217806218646845,0.1472335409484927,-0.023098291607578942,0.221440840232348,0.16370424885863605,-0.04472175424159111,-0.12831880265836054,0.17321856175199588,-0.007235571416943669,-0.001525356731812677,0.18451641392977916,-0.26314875857558323,0.16483260099878116,-0.2575779527068981,-0.049402611748627236,-0.11427270779584855,-0.2804678284957681,-0.2693765613253002,-0.08324051528784629,0.19167310983337232,-0.19320802453760247,0.04279784620970671,-0.08236679040335292,-0.0635608652043981,0.05842872039457266,0.06380854357795601,0.09708819618453561,-0.14301428263006127,-0.3104560153701937,-0.05806475248922932,-0.13361437059325423,-0.29559035983613907,-0.014957588936405421
Sleep duration,0.09189697935365487,-0.007825301097856365,-0.25503897749663684,-0.01992330724924487,-0.21434596482695226,-0.039716724543514846,-0.1053614276324277,-0.06131914247908028,-0.07535221913298566,0.06250150469370773,0.0013206247288599727,-0.35864064841081117,-0.12498187178866038,0.29463262929072465,0.13372902022375424,0.18174882555519403,-0.28562157311678443,0.04751851950152847,0.2674307997259607,-0.3092182639553173,-0.15499370638716667,0.14938071149480955,0.025570343478451413,-0.17609604452263822,0.10918500910344156,-0.0921671080346105,-0.032590645329139765,-0.07111030357308397,-0.04408175072165013,-0.025688254344948175,-0.15360133877269533,-0.29399998922702864,0.06539700760317227,0.0005117706117868837,-0.07349459452111169,0.06104742228098656,-0.1153567178333549,0.02943650315410094,-0.14911759127725524,-0.2423921824474022,-0.19853698279473,0.018516387479966496,-0.13395948954702205,0.0498679698972823,-0.013145490940714053,0.19033927348777388,-0.01805878465980555,0.0851332699489435,-0.08895581323042746,-0.09315025004139836,0.11419921959827234,-0.08436225349134356,0.172749526129776,-0.08572717777538262,0.023699777465328066,-0.1636368721482157,-0.13008301324186253,-0.16208105903151723,0.19524640498889168,-0.0010166614744771697,0.26429111167445324,-5.642473339793389e-05,0.06860828062539283
Getting up in the morning,0.0878691119216339,0.157929839827646,0.24291166515763232,-0.14212346458500094,0.06389165232185673,-0.1318893101064658,-0.18978560564255031,0.07284318808971404,-0.043342160414313734,0.020443592963193986,0.04331075964997454,-0.07150731504693983,0.08742193040301653,0.1706948692802289,-0.25944373824148736,-0.12609132249566055,0.15437350286311194,0.213534850120447,-0.03882461890946287,0.12605855910568745,0.013690197519862075,-0.0046715854475671064,-0.07529969399631424,0.015374083029252309,0.008157481087851004,0.12611584710399754,0.017134548747922775,0.10825546984127422,0.2092814974873867,0.10865079291314121,-0.10721295854184176,0.30685834896604003,0.004770432909887101,0.002549655393341705,0.056839061086763565,-0.11734028828059738,-0.10736207298370383,0.11850922892564376,0.02355936649383677,-0.1318874343736444,0.10032041089247432,0.09675829977264491,0.10613738816666236,-0.33530017358770775,0.06741823133284665,-0.2959439732325371,-0.3117141533642706,-0.2889138488090201,-0.13806065225864605,-0.0429003695719448,0.0765775357508566,0.38914799491651,-0.27634986663015404,0.056682560409918994,-0.20508211274899682,-0.19517780089021414,-0.17032594567155948,-0.23848201615329392,-0.1875553497682527,-0.16437298499778155,-0.15885580611720274,-0.24010165738035907,-0.08628511835078524
Being a morning person,0.16401012332628137,-0.23666717583091001,-0.045884321840233985,0.14592355721911918,0.27936627686105353,-0.13827382764569038,-0.14164313867054637,0.1445236556589544,0.15033696999537574,0.17719026888537384,0.0117905095208968,0.031108035376304147,0.15177662295518266,0.07394861217102758,-0.1842032921294447,0.04920758157161243,-0.061816915972687306,0.1719695921724006,0.23053175765500739,0.17264410097601923,0.10390038384713632,-0.2968054150897985,0.0963775203289904,-0.08706147058165602,0.06012945577548427,0.02163739203775287,-0.14841240603069014,-0.12557887122480857,0.08975133021651399,-0.1509143294419042,-0.04017289095072387,-0.10357915759734602,0.023892420860045133,-0.22744952727991388,-0.23035764788791596,-0.12049577451110356,-0.043478580154878245,0.03917818430073484,0.21110143433430573,-0.23936581830532055,0.07318380759997122,-0.013117429269342321,-0.2425167109462564,-0.19067925212582307,0.13550255621444232,0.17857016323838037,-0.19745564039859098,-0.20102250240817982,-0.17990592461833047,0.004802846418715529,0.07080501788647671,0.027826973113194795,0.03808760522179019,-0.07003636962636206,-0.11393423209184597,0.06422725299806648,-0.02513548197394353,-0.30705115295964014,-0.1274089831286963,-0.03234561002517695,-0.1657114535642272,-0.1588297590850369,-0.002083965334997003
