,Fluid intelligence score,Loneliness,Lack of social support,Age,Sex,Education score,Age completed high school education,Alcohol intake frequency,Alcohol consumption on a typical drinking day,Current tobacco smoking frequency,Past tobacco smoking frequency,Attend sports club or gym,Attend pub or social club,Attend religious group,Attend adult education class,Walking for pleasure,Moderate exercises,Strenuous sports,Sleep duration,Getting up in the morning,Being a morning person,Sleeplessness or insomnia,Heart attack,Angina,Stroke,Hypertension,Diabetes diagnosed by a doctor,Hearing difficulty with background noise,Hearing aid user,Glaucoma,Cataract,Macular degeneration,Miserableness,Fed-up feelings,Mood swings,Worrier_anxious,Nervous feelings,Sensitivity_Hurt feelings,Tense_Highly strung,Suffer from 'nerves',Worry too long after embarrassment,Irritability,Neuroticism score,Happiness,Feelings of nervousness or anxiety,Frequency of friend or family visits,Friendships satisfaction,Family relationship satisfaction,Number of full siblings,Home area population density,Average household income,Paid employment,Retirement,Looking after home or family,Unable to work due to sickness or disability,Unemployment,Doing unpaid or voluntary work,Full or part-time student,Number of vehicles in household,Time spent watching TV,Time spent using computer,Number in household,Physical environment score
Past tobacco smoking frequency,-0.13674877075045208,0.241034619267973,0.34846467481735877,-0.033993673245966506,0.2859422329110134,-0.04409326324033916,-0.05085305610518781,0.45303657757387955,0.2977882293702094,0.28677159232348576,0.3968134623585242,0.29710473176668545,0.2262041106363497,-0.3808187898367317,-0.04062927906872242,-0.06821408905198889,0.08812872690327668,0.18766737621334115,0.06808462306784814,-0.12194727258959408,-0.25308787360917306,0.14071994218050857,-0.35978613991823344,0.136435683562324,0.23245442616997933,0.3040213263050887,0.39671844659989525,0.02836302815696852,0.29228268921756534,-0.23978134560580505,-0.0873274375456128,0.11406514733921279,-0.0382905901619643,0.03140538015757205,0.30953310778071064,0.047467573123892694,-0.025477949135396305,0.062491858255657,-0.0561033315710677,-0.011023042718984785,0.004403362559065189,0.15141291463412107,0.11010496726566792,-0.38510984283004174,0.0022323136309062223,-0.17807230713849803,-0.3802631822749558,-0.3726099798353255,0.12676400855417547,-0.042658947659386624,0.06422083889991877,-0.044896339823767284,-0.03935024901489668,0.14619195669023155,0.07584751053121266,0.1605975227598733,-0.009989032597301552,0.13546779194715236,-0.21640240700163282,-0.06193583604666949,0.170238850937779,-0.13091577778266583,-0.043033842811111715
Attend sports club or gym,0.07881876503396026,-0.03094669157068173,-0.06944365157649006,0.10030326464149997,0.0858589078710228,-0.1963558632190885,0.0036006567846538166,0.32079607483913436,0.39149424935381255,0.04595860518126841,0.44984921663208977,0.36068554060258884,0.06633201018488448,-0.40008779236519937,0.22800389614153527,0.2453011812451873,0.013795313493537825,-0.05845931069147704,0.13239871743012122,0.1675389857309796,-0.06388641644123087,0.2296860637446553,0.005197420260036837,0.039174557591013216,0.08930254861872937,0.15994225547775068,0.06097091431538044,-0.2472589935724676,0.15793687523926137,-0.013880063229118661,0.09346401700803172,-0.009995158903683994,0.004686277494908635,0.011957830852978272,0.020394674956926002,-0.1178920710797042,-0.14857373062379187,-0.024625986254975838,-0.09682796610151786,-0.18861322787324872,-0.06029357425840727,-0.16395567751155554,0.01206638926939794,-0.16262689563739613,0.17787652759374792,-0.05082804795575574,-0.15718781801117251,-0.17561157009245346,0.06336580194178816,-0.07045784854006701,0.23234758141568485,-0.0931339518916563,0.06045262782162262,-0.17495769855081672,-0.0363952450407819,0.21151964255562072,0.2292359466242987,0.062086582585367325,-0.29919190082817637,-0.055817015861767336,-0.05501665898779767,-0.1919080367468657,-0.0046463533023426914
Attend pub or social club,-0.219862745728809,0.29432613400859975,0.1446241085908309,0.05038884280089617,0.049121234065664876,0.2734832339957138,0.18737055940570574,0.05670141898906478,-0.08782745651260904,0.2789834991337939,-0.04616773277795047,-0.24318367358517087,0.25837242815249767,0.08044625516276731,-0.1338059082325029,-0.2844290166226506,0.02320034268859624,0.05031838461562497,-0.2443624245264477,0.06062380724308365,0.07500887766499034,0.16567950433034542,-0.23958316719597972,0.14369599395191474,-0.07018999188079957,-0.06208256491441621,0.3499367822429293,0.283242753586487,-0.12393706033091949,0.08364883039835491,-0.2937277703674927,-0.03421275393183658,-0.06205464253376215,0.22645750237062032,0.2763851223026703,0.21495128388480458,0.17018130576157142,-0.022937350874610865,0.03424519257672393,0.12802040971441656,-0.06448822963468379,0.15918351967285435,0.0790727119639557,0.11223140851761047,-0.14280105638798032,0.09753862969409524,0.10120421689939033,0.09505247907025885,0.2662203380165369,0.10650864401354439,-0.4319984150010097,0.07593054859287883,-0.12774432835831365,0.20463337324178063,0.19041526020966568,-0.07288400984808266,-0.09562402495699092,-0.04062970834259986,0.06437537928321714,0.2743981784403264,-0.02097627010889641,-0.005396604108700439,-0.03648700214377905
Attend religious group,0.05514656402228289,0.00570324711034569,0.17130997295768793,-0.38118514622213395,-0.0907224663256391,0.10367805726298425,0.18044269391768933,-0.25227531168219675,-0.27468753578071287,-0.12665902781107763,-0.19480178897504583,-0.13649410001692894,-0.19939030902497254,0.2017110439446472,-0.13376459236079816,-0.22562334326761735,0.19880772616552514,0.11875985378594354,-0.11629149996013416,-0.2377276379104919,-0.18919573689703756,-0.29128417794941863,0.2849084067630935,0.1201029448476032,-0.04883793857795156,-0.1379664749712316,-0.02949711097457808,0.18010855915163493,0.006936505429330265,0.03870065617337475,0.12900431455657205,0.07993828454219347,0.04668805358305365,-0.007095725383446258,-0.03486214871037375,0.06941798023663927,0.15286944033510824,-0.04759641736461272,0.13040385316283706,0.19452964681314636,0.021196585125006228,0.06724720120472433,0.026459309451041736,-0.016545503290843016,-0.023340958637753623,-0.07550377860684893,-0.031136297822675112,-0.003337473380881592,-0.09483734990944744,-0.14999787975171547,-0.005402449693910303,0.23018060389605213,-0.27550333709863734,0.0005834837369133648,-0.06557351511566899,0.0669261933918181,0.17525668601528605,0.028094880064924114,0.08360703576960941,-0.07812389247632781,-0.02981256826626427,0.14338809379799594,0.07339160161936764
Attend adult education class,-0.1150848003016156,-0.07776459143256331,0.09400151423979047,0.062287502335010334,-0.059682346274886805,-0.056800778986798736,-0.15119541110998425,-0.07477272280630587,0.041454095390190814,-0.20676458103262912,-0.2583754996965311,-0.05064079085546759,-0.11412716296095322,0.261088069566994,0.19082526185002704,0.1140620726500959,-0.11946082702729853,0.16144276157448342,-0.14170046383995216,0.17848127287937146,0.043818211063706966,0.05651153231384736,-0.07077705805383386,-0.13949573365687437,-0.013584763854235309,-0.0015253105553453062,0.09142397235589354,0.18408551793055228,-0.06532822226162509,0.016943246539748387,0.1806560243880057,0.11594939778647911,-0.23170637116273443,0.025638395273065016,-0.04928621002674202,-0.012290668261368012,-0.11238301851622758,-0.04801357039004044,-0.13398275349746683,0.012921755809278304,0.04443771178475027,-0.027270814804172448,-0.03737588784879408,0.10207855720469525,-0.07782680213028548,-0.22216147322577517,0.1135269440223657,0.08936042933014793,-0.0536790426928659,0.027375319650718682,-0.05789673342858753,-0.055409253296066024,0.11695680433133501,-0.08310221258387361,-0.10817500041858728,-0.09926957869175707,0.02883979427025532,0.02797984021681578,-0.13476036808108174,-0.12850626748307112,0.14120105794117063,-0.12299216518589372,0.19226549500186849
Walking for pleasure,0.4571482349840226,-0.06761711558786707,-0.1390815932080205,0.13326310443085818,-0.13831348147503641,-0.35183611241701,-0.3131784708709846,0.4246375497996827,0.25104920432544303,-0.03656502008163412,0.2214935029108,-0.10394305878380702,0.16622656010102224,0.032708839494317785,0.0457563291768571,0.4221881886438687,-0.34191666395448034,0.03099936065431688,0.07008046828677468,0.31785288294795555,0.28202052702657754,0.07968275519672342,-0.10296161613242341,-0.11944246214444698,0.1491160037265467,0.06282904412527837,-0.1882802216483554,-0.1257044264629227,0.07803975904787104,-0.031801931825772664,-0.19508811536004253,-0.09354883182432333,-0.10006440174461716,-0.19506110203534904,-0.02358101567252111,0.09515469243337116,-0.14572575310972347,0.1587753948892215,0.050199349738253456,-0.1445806753591303,0.22676573654148421,0.20412527064124125,0.11792522396675893,-0.07940666629478961,0.26323466423814745,0.23123119005206264,-0.10433360849741076,-0.12110717176269459,-0.2905124941869528,-0.4034297954194748,0.4401905280761965,0.019300639578862404,0.18747497304981633,-0.016887782849162186,-0.3006077145120339,-0.12006526821994663,-0.032948242095823685,-0.2195704612707045,0.15045644111668738,-0.22770486669896714,0.03022463142639063,-0.07235001890999872,0.09595859871953975
Moderate exercises,-0.35548623391408196,0.13419717066370304,0.021717398954112233,-0.11780973732683629,0.1459626726904792,0.2991964978778097,0.21782627479920502,-0.2431719868545189,-0.17822759251955764,0.010773912852879795,-0.04257809405561026,0.14414760704751875,-0.17289249039121843,-0.17806446839368573,0.00475656086440138,-0.2628115820063355,0.3108329774493626,-0.18142591245933903,-0.10535954672483437,-0.10447585908180525,-0.032569866059099166,-0.043115854266973376,0.08153961890269909,0.20579966773631897,-0.15950518661659965,-0.08221037580724454,0.17426094079317692,0.050245399638230465,-0.13283122992986898,0.08169918901407751,0.19419530057995027,0.07529116627497956,0.13339442088770107,0.20687156714646557,0.044192345383885896,-0.01833681424729684,0.09455035392681814,-0.11162719599942211,0.01667242818446517,0.22226131117811276,-0.14550802779509153,-0.11790917001022666,-0.024533466866352868,0.16645577215366972,-0.21294692321037756,-0.19244733378483525,0.17699951016541046,0.14103282363381348,0.30656115966337855,0.3220730988242914,-0.3395619484192679,-0.10137889891901614,-0.019149786953254047,-0.0185528545569762,0.13428970627028838,0.12626880622894093,-0.00758584072222668,0.1560630377604706,-0.1838786986163986,0.28937163333336974,0.21350553974575395,0.04239584704597865,0.07684434732383726
Strenuous sports,-0.06856325142581916,-0.10079534337191792,0.4778891555279139,0.17374281850815765,0.18007184669084103,0.009808825260895283,0.06512551906637219,0.15016355246308657,0.1764000741574568,0.21966676612754804,0.11310197659596483,0.35090448164976706,0.06753679827662527,-0.22328844788000757,-0.09041134968939632,-0.12929523211701263,0.17100806044563333,0.2299675123980928,0.14715747693085363,0.13661731453009926,-0.14756402982875205,-0.09756753326440991,-0.11541879314573122,-0.1014360580025134,-0.044440449433139476,0.28368045391070923,0.14936857651861443,0.11888010770792709,0.2984812132886646,-0.1832138055338555,0.09934937878246776,0.3846843513068134,-0.20403613069735876,-0.19839693049836385,-0.18798873153268436,-0.4788979292467183,-0.29118416272739034,-0.29583198506611696,-0.1821466305184128,-0.220345023701826,-0.11980388326604895,-0.24129967596499094,-0.23263422814142884,-0.26201991077133646,-0.038755289582013824,-0.23120409750159251,-0.23919537282507908,-0.2159223018646878,0.03371568144047165,-0.0014873926148027375,-0.11068105155751257,-0.057000002541648845,-0.039970192844205645,0.030981345038022294,0.0727761869208771,0.06473813829950828,0.14190650069366442,-0.004947381278183286,-0.1714233956152444,-0.11864894245755579,-0.1471242486275132,-0.23383995719514658,-0.22717800096084068
Sleep duration,-0.0642355343158415,-0.2045122772234716,0.1441324307351762,0.04258917355535071,0.15891977750084857,-0.20547666283816376,-0.29002427773530814,0.25942557528581817,0.19375796165869882,0.09217471674573853,0.11732223140429403,-0.03783941105210651,0.14974306171026888,0.16641472671705146,-0.3000397541540307,-0.030722202112316008,-0.1512016478809269,0.3754732364091297,0.4821337255352199,-0.23971331564607276,-0.3109482567300227,-0.24861654221891732,0.03554265600343238,-0.12164241927326486,0.2084883133703464,0.39420990248248305,0.20749415825844422,0.1484493937203437,0.2939242772640494,-0.13044633727061364,-0.3198902846187031,-0.15549078287378068,-0.06766871822750464,-0.23686191636719023,-0.08309939480115433,-0.3117186388097098,-0.1126900089783703,-0.12919869708919793,0.09768039241075456,-0.12053664860662416,-0.1086000884565558,0.14617177804933087,-0.23474615260249973,-0.3560114650155125,-0.24278942969554673,-0.27130000056780934,-0.3787647674182145,-0.35733497571772443,-0.34955598903314583,0.08959299697021089,0.19965836273698534,-0.17030220856465506,0.21163831470832978,-0.01009476985237496,0.09013126393783487,-0.22421679291476238,0.016877495201534365,-0.001498747240770454,0.004038893162996945,-0.2937088890888944,0.17249402953195042,-0.11818049844492678,-0.1815979707209181
Getting up in the morning,0.09641758218855496,0.0077501396610936725,-0.14463836713894374,-0.033226363130163125,-0.06048021544348092,-0.10236742174096347,-0.034906249519227196,0.14911996409590692,0.06796715020962753,0.045594264319670966,0.053576417077014,-0.06653088207366598,0.079096634474314,0.157309270766743,-0.161599222685527,0.10310898368228008,0.07926623837732737,-0.18344578358797137,-0.14493679752671165,0.2283542577014562,0.335694820695676,0.0915294540224651,-0.037035004650452535,0.0032186598495914753,0.011197953993232384,-0.17194816753645994,-0.27320935282417913,-0.15213598190346184,0.08385982396308116,0.2758096457328979,-0.007447920990287433,-0.07173409183671571,0.17929137007819493,0.1369669235354961,0.1503060516764617,0.1746636295825993,0.03372195116014491,0.12666350140441157,0.14378359842816363,-0.08799473276207394,0.14017396587464406,0.09139849231954286,0.14838835679138349,-0.042202829795413656,0.008936706575363744,0.15822506777574755,-0.014824146449475217,-0.013721906802845565,-0.13378201830015857,-0.15400813617568987,0.07197435419742709,0.0842995212954901,-0.024481854990699273,-0.016816008927156453,-0.16525103510548694,0.0606229973135447,0.15992504508180733,-0.1867077777820707,0.02982577080118603,-0.027242460121568834,-0.025706446595711387,0.05151563654113255,-0.10086492464962564
Being a morning person,-0.03903221270482877,-0.0022727736361214403,-0.29015034836590803,0.18596855490930628,-0.18035589713897662,0.13723413084473585,0.24468957397716112,-0.1769628517929243,0.11981744154583528,-0.07225137124822502,0.13851516917446438,0.23323862888921718,-0.1410791329857725,-0.20121292530637658,-0.09314650505766901,0.265948004123388,-0.19155135852508398,-0.15066790050971282,0.07904286260671635,0.29336274524555495,0.2491339367515462,0.04231775950851889,0.019173378044985145,-0.14248241538703038,0.012462469016028153,-0.26922201225529757,-0.5382393380033231,-0.35769961466790623,-0.022218251101693492,0.05021134581953106,0.02156227501694353,-0.15042949426362626,0.333470224010377,0.18207110938286153,0.05571964143843412,0.038060354553072884,-0.029328224995161196,0.08801671517727752,-0.14524924029203806,-0.23394734014108895,-0.035797230452166116,-0.2486338187298839,-0.05585016820486651,0.16319967420730183,0.1212870653718954,0.3132271191931322,0.15894592420221978,0.1469639826745477,0.04178472870047387,0.11600782044788426,-0.06259255599796971,-0.1802407443753433,0.1464190394805796,0.06683101195118687,0.08264563712795797,0.12204569109757045,-0.19134419626572996,0.04296233927411409,0.05904413400490273,0.19615532288561982,-0.4302995252545219,0.10164284257487086,-0.11216670295445093
